citation,pmid
"1. Burk RF, Hill KE, Motley AK. Selenoprotein metabolism and function: evidence for more than one function for selenoprotein P. J Nutr. 2003 May;133(5 Suppl 1):1517S-20S. 
",12730456
"1. Kryukov GV, Kumar RA, Koc A, Sun Z, Gladyshev VN. Selenoprotein R is a zinc-containing stereo-specific methionine sulfoxide reductase. Proc Natl Acad Sci U S A. 2002 Apr 2;99(7):4245–50. 
",11929995
"1. Leung DW, Tompkins CK, White T. Molecular cloning of two alternatively spliced forms of human phosphatidic acid phosphatase cDNAs that are differentially expressed in normal and tumor cells. DNA Cell Biol. 1998 Apr;17(4):377–85. 
",9570154
"1. Cipollone F, Cicolini G, Bucci M. Cyclooxygenase and prostaglandin synthases in atherosclerosis: recent insights and future perspectives. Pharmacol Ther. 2008 May;118(2):161–80. 
",18420277
"1. Cipollone F, Cicolini G, Bucci M. Cyclooxygenase and prostaglandin synthases in atherosclerosis: recent insights and future perspectives. Pharmacol Ther. 2008 May;118(2):161–80. 
",18420277
"1. Cipollone F, Cicolini G, Bucci M. Cyclooxygenase and prostaglandin synthases in atherosclerosis: recent insights and future perspectives. Pharmacol Ther. 2008 May;118(2):161–80. 
",18420277
"1. Cipollone F, Cicolini G, Bucci M. Cyclooxygenase and prostaglandin synthases in atherosclerosis: recent insights and future perspectives. Pharmacol Ther. 2008 May;118(2):161–80. 
",18420277
"1. Cipollone F, Cicolini G, Bucci M. Cyclooxygenase and prostaglandin synthases in atherosclerosis: recent insights and future perspectives. Pharmacol Ther. 2008 May;118(2):161–80. 
",18420277
"1. Clifton PM, Mackinnon AM, Barter PJ. Effects of serum amyloid A protein (SAA) on composition, size, and density of high density lipoproteins in subjects with myocardial infarction. J Lipid Res. 1985 Dec;26(12):1389–98. 
",4086942
"1. Nakamura MT, Nara TY. Structure, function, and dietary regulation of delta6, delta5, and delta9 desaturases. Annu Rev Nutr. 2004;24:345–76. 
",15189125
1. Hammarström S. Leukotrienes. Annu Rev Biochem. 1983;52:355–77. 
,6311078
1. Hammarström S. Leukotrienes. Annu Rev Biochem. 1983;52:355–77. 
,6311078
"1. Guzik TJ, Korbut R, Adamek-Guzik T. Nitric oxide and superoxide in inflammation and immune regulation. J Physiol Pharmacol. 2003 Dec;54(4):469–87. 
",14726604
"1. Janciauskiene S, Wright HT. Inflammation, antichymotrypsin, and lipid metabolism: autogenic etiology of Alzheimer’s disease. Bioessays. 1998 Dec;20(12):1039–46. 
",10048303
1. Lijnen HR. Elements of the fibrinolytic system. Ann N Y Acad Sci. 2001;936:226–36. 
,11460480
"1. Lewis GF, Rader DJ. New insights into the regulation of HDL metabolism and reverse cholesterol transport. Circ Res. 2005 Jun 24;96(12):1221–32. 
",15976321
"1. Waterham HR, Wijburg FA, Hennekam RC, Vreken P, Poll-The BT, Dorland L, et al. Smith-Lemli-Opitz syndrome is caused by mutations in the 7-dehydrocholesterol reductase gene. Am J Hum Genet. 1998 Aug;63(2):329–38. 
",9683613
"1. Schnurr K, Belkner J, Ursini F, Schewe T, Kühn H. The selenoenzyme phospholipid hydroperoxide glutathione peroxidase controls the activity of the 15-lipoxygenase with complex substrates and preserves the specificity of the oxygenation products. J Biol Chem. 1996 Mar 1;271(9):4653–8. 
",8617728
"1. Bose R, Kolesnick R. Measurement of ceramide synthase activity. Methods Enzymol. 2000;322:378–82. 
",10914032
"1. Guzik TJ, Korbut R, Adamek-Guzik T. Nitric oxide and superoxide in inflammation and immune regulation. J Physiol Pharmacol. 2003 Dec;54(4):469–87. 
",14726604
1. Kovacs E. The serum levels of soluble intercellular adhesion molecule-1 (sICAM-1) and soluble gp130 (sgp130) in different tumour stages. Correlation between the two parameters in progression of malignancy. Biomed Pharmacother. 2005 Oct;59(9):498–500. 
,16202558
"1. Son Y-H, Jeong Y-T, Lee K-A, Choi K-H, Kim S-M, Rhim B-Y, et al. Roles of MAPK and NF-kappaB in interleukin-6 induction by lipopolysaccharide in vascular smooth muscle cells. J Cardiovasc Pharmacol. 2008 Jan;51(1):71–7. 
",18209571
"1. Malle E, Marsche G, Arnhold J, Davies MJ. Modification of low-density lipoprotein by myeloperoxidase-derived oxidants and reagent hypochlorous acid. Biochim Biophys Acta. 2006 Apr;1761(4):392–415. 
",16698314
"1. Hink HU, Santanam N, Dikalov S, McCann L, Nguyen AD, Parthasarathy S, et al. Peroxidase properties of extracellular superoxide dismutase: role of uric acid in modulating in vivo activity. Arterioscler Thromb Vasc Biol. 2002 Sep 1;22(9):1402–8. 
",12231557
"1. Shigenaga MK, Gimeno CJ, Ames BN. Urinary 8-hydroxy-2’-deoxyguanosine as a biological marker of in vivo oxidative DNA damage. Proc Natl Acad Sci U S A. 1989 Dec;86(24):9697–701. 
",2602371
"1. Peters KL, Smith HL, Stark GR, Sen GC. IRF-3-dependent, NFkappa B- and JNK-independent activation of the 561 and IFN-beta genes in response to double-stranded RNA. Proc Natl Acad Sci U S A. 2002 Apr 30;99(9):6322–7. 
",11972054
"1. Wu D, Mura C, Beharka AA, Han SN, Paulson KE, Hwang D, et al. Age-associated increase in PGE2 synthesis and COX activity in murine macrophages is reversed by vitamin E. Am J Physiol. 1998 Sep;275(3):C661-8. 
",9730949
"1. Waterham HR, Koster J, Romeijn GJ, Hennekam RC, Vreken P, Andersson HC, et al. Mutations in the 3beta-hydroxysterol Delta24-reductase gene cause desmosterolosis, an autosomal recessive disorder of cholesterol biosynthesis. Am J Hum Genet. 2001 Oct;69(4):685–94. 
",11519011
"1. Bates CJ, Thane CW, Prentice A, Delves HT. Selenium status and its correlates in a British national diet and nutrition survey: people aged 65 years and over. J Trace Elem Med Biol. 2002;16(1):1–8. 
",11878747
"1. White BA, Cacciapuoti AF, Fricke RJ, Whitehead TR, Mosbach EH, Hylemon PB. Cofactor requiremets for 7 alpha-dehydroxylation of cholic and chenodeoxycholic acid in cell extracts of the intestinal anaerobic bacterium, Eubacterium species V.P.I. 13708. J Lipid Res. 1981 Aug;22(6):891–8. 
",7276750
"1. Glickman JF, Schmid A. Farnesyl pyrophosphate synthase: real-time kinetics and inhibition by nitrogen-containing bisphosphonates in a scintillation assay. Assay Drug Dev Technol. 2007 Apr;5(2):205–14. 
",17477829
"1. Cao S, Zhang X, Edwards JP, Mosser DM. NF-kappaB1 (p50) homodimers differentially regulate pro- and anti-inflammatory cytokines in macrophages. J Biol Chem. 2006 Sep 8;281(36):26041–50. 
",16835236
"1. Lu C, Qiu F, Zhou H, Peng Y, Hao W, Xu J, et al. Identification and characterization of selenoprotein K: an antioxidant in cardiomyocytes. FEBS Lett. 2006 Oct 2;580(22):5189–97. 
",16962588
"1. Dubois RN, Abramson SB, Crofford L, Gupta RA, Simon LS, Van De Putte LB, et al. Cyclooxygenase in biology and disease. FASEB J. 1998 Sep;12(12):1063–73. 
",9737710
"1. Giera M, Renard D, Plössl F, Bracher F. Lathosterol side chain amides: a new class of human lathosterol oxidase inhibitors. Steroids. 2008 Mar;73(3):299–308. 
",18164739
"1. Yamashita S, Hosaka K, Numa S. Acyl-donor specificities of partially purified 1-acylglycerophosphate acyltransferase, 2-acylglycerophosphate acyltransferase and 1-acylglycerophosphorylcholine acyltransferase from rat-liver microsomes. Eur J Biochem. 1973 Sep 21;38(1):25–31. 
",4774123
"1. Sala A, Voelkel N, Maclouf J, Murphy RC. Leukotriene E4 elimination and metabolism in normal human subjects. J Biol Chem. 1990 Dec 15;265(35):21771–8. 
",2174886
1. Brigelius-Flohé R. Glutathione peroxidases and redox-regulated transcription factors. Biol Chem. 2006;387(10–11):1329–35. 
,17081103
"1. Pyne S, Pyne NJ. Sphingosine 1-phosphate signalling in mammalian cells. Biochem J. 2000 Jul 15;349(Pt 2):385–402. 
",10880336
"1. Needleman P, Raz A, Minkes MS, Ferrendelli JA, Sprecher H. Triene prostaglandins: prostacyclin and thromboxane biosynthesis and unique biological properties. Proc Natl Acad Sci U S A. 1979 Feb;76(2):944–8. 
",218223
1. Schöneich C. Methionine oxidation by reactive oxygen species: reaction mechanisms and relevance to Alzheimer’s disease. Biochim Biophys Acta. 2005 Jan 17;1703(2):111–9. 
,15680219
"1. Hansel A, Heinemann SH, Hoshi T. Heterogeneity and function of mammalian MSRs: enzymes for repair, protection and regulation. Biochim Biophys Acta. 2005 Jan 17;1703(2):239–47. 
",15680232
"1. McKinley MC, McNulty H, McPartlin J, Strain JJ, Scott JM. Effect of riboflavin supplementation on plasma homocysteine in elderly people with low riboflavin status. Eur J Clin Nutr. 2002 Sep;56(9):850–6. 
",12209373
"1. Lavie CJ, Milani RV, Mehra MR, Ventura HO. Omega-3 polyunsaturated fatty acids and cardiovascular diseases. J Am Coll Cardiol. 2009 Aug 11;54(7):585–94. 
",19660687
"1. Holleran WM, Williams ML, Gao WN, Elias PM. Serine-palmitoyl transferase activity in cultured human keratinocytes. J Lipid Res. 1990 Sep;31(9):1655–61. 
",2246616
"1. Holleran WM, Williams ML, Gao WN, Elias PM. Serine-palmitoyl transferase activity in cultured human keratinocytes. J Lipid Res. 1990 Sep;31(9):1655–61. 
",2246616
1. Galton DJ. Lipogenesis in human adipose tissue. J Lipid Res. 1968 Jan;9(1):19–26. 
,5637427
"1. Yasutomi M, Ohshima Y, Omata N, Yamada A, Iwasaki H, Urasaki Y, et al. Erythromycin differentially inhibits lipopolysaccharide- or poly(I:C)-induced but not peptidoglycan-induced activation of human monocyte-derived dendritic cells. J Immunol. 2005 Dec 15;175(12):8069–76. 
",16339544
1. Brigelius-Flohé R. Tissue-specific functions of individual glutathione peroxidases. Free Radic Biol Med. 1999 Nov;27(9–10):951–65. 
,10569628
1. Brigelius-Flohé R. Tissue-specific functions of individual glutathione peroxidases. Free Radic Biol Med. 1999 Nov;27(9–10):951–65. 
,10569628
"1. Leonard S, Arbogast D, Geyer D, Jones C, Sinensky M. Localization of the gene encoding 3-hydroxy-3-methylglutaryl-coenzyme A synthase to human chromosome 5. Proc Natl Acad Sci U S A. 1986 Apr;83(7):2187–9. 
",2870496
"1. Hahn FM, Xuan JW, Chambers AF, Poulter CD. Human isopentenyl diphosphate: dimethylallyl diphosphate isomerase: overproduction, purification, and characterization. Arch Biochem Biophys. 1996 Aug 1;332(1):30–4. 
",8806705
1. Voelker DR. Phosphatidylserine decarboxylase. Biochim Biophys Acta. 1997 Sep 4;1348(1–2):236–44. 
,9370338
"1. Baumruker T, Bornancin F, Billich A. The role of sphingosine and ceramide kinases in inflammatory responses. Immunol Lett. 2005 Jan 31;96(2):175–85. 
",15585321
"1. Lykidis A, Jackson PD, Rock CO, Jackowski S. The role of CDP-diacylglycerol synthetase and phosphatidylinositol synthase activity levels in the regulation of cellular phosphatidylinositol content. J Biol Chem. 1997 Dec 26;272(52):33402–9. 
",9407135
"1. Mancini JA, Abramovitz M, Cox ME, Wong E, Charleson S, Perrier H, et al. 5-lipoxygenase-activating protein is an arachidonate binding protein. FEBS Lett. 1993 Mar 8;318(3):277–81. 
",8440384
"1. Mancini JA, Abramovitz M, Cox ME, Wong E, Charleson S, Perrier H, et al. 5-lipoxygenase-activating protein is an arachidonate binding protein. FEBS Lett. 1993 Mar 8;318(3):277–81. 
",8440384
1. Gustafsson J. Bile acid synthesis during development. Mitochondrial 12 alpha-hydroxylation in human fetal liver. J Clin Invest. 1985 Feb;75(2):604–7. 
,3919061
"1. Goetzl EJ, Sun FF. Generation of unique mono-hydroxy-eicosatetraenoic acids from arachidonic acid by human neutrophils. J Exp Med. 1979 Aug 1;150(2):406–11. 
",458381
"1. Ghosh J, Myers CE. Inhibition of arachidonate 5-lipoxygenase triggers massive apoptosis in human prostate cancer cells. Proc Natl Acad Sci U S A. 1998 Oct 27;95(22):13182–7. 
",9789062
"1. Pesch J, Brehm U, Staib C, Grummt F. Repression of interleukin-2 and interleukin-4 promoters by tumor suppressor protein p53. J Interferon Cytokine Res. 1996 Aug;16(8):595–600. 
",8877730
"1. Pesch J, Brehm U, Staib C, Grummt F. Repression of interleukin-2 and interleukin-4 promoters by tumor suppressor protein p53. J Interferon Cytokine Res. 1996 Aug;16(8):595–600. 
",8877730
"1. Eberhardt C, Gray PW, Tjoelker LW. Human lysophosphatidic acid acyltransferase. cDNA cloning, expression, and localization to chromosome 9q34.3. J Biol Chem. 1997 Aug 8;272(32):20299–305. 
",9242711
"1. Kainou T, Kawamura K, Tanaka K, Matsuda H, Kawamukai M. Identification of the GGPS1 genes encoding geranylgeranyl diphosphate synthases from mouse and human. Biochim Biophys Acta. 1999 Mar 25;1437(3):333–40. 
",10101267
"1. Chen D, Zhang X-Y, Shi Y. Identification and functional characterization of hCLS1, a human cardiolipin synthase localized in mitochondria. Biochem J. 2006 Sep 1;398(2):169–76. 
",16716149
"1. Nilsson A, Duan R-D. Absorption and lipoprotein transport of sphingomyelin. J Lipid Res. 2006 Jan;47(1):154–71. 
",16251722
"1. Stoffel W, LeKim D, Sticht G. Biosynthesis of dihydrosphingosine in vitro. Hoppe Seylers Z Physiol Chem. 1968 May;349(5):664–70. 
",4386961
"1. Stoffel W, LeKim D, Sticht G. Biosynthesis of dihydrosphingosine in vitro. Hoppe Seylers Z Physiol Chem. 1968 May;349(5):664–70. 
",4386961
"1. MacDonald IA, Rochon YP, Hutchison DM, Holdeman LV. Formation of ursodeoxycholic acid from chenodeoxycholic acid by a 7 beta-hydroxysteroid dehydrogenase-elaborating Eubacterium aerofaciens strain cocultured with 7 alpha-hydroxysteroid dehydrogenase-elaborating organisms. Appl Environ Microbiol. 1982 Nov;44(5):1187–95. 
",6758698
"1. Cali JJ, Russell DW. Characterization of human sterol 27-hydroxylase. A mitochondrial cytochrome P-450 that catalyzes multiple oxidation reaction in bile acid biosynthesis. J Biol Chem. 1991 Apr 25;266(12):7774–8. 
",1708392
"1. Shen W, Stone K, Jales A, Leitenberg D, Ladisch S. Inhibition of TLR activation and up-regulation of IL-1R-associated kinase-M expression by exogenous gangliosides. J Immunol. 2008 Apr 1;180(7):4425–32. 
",18354163
"1. Chatterjee S, Castiglione E. UDPgalactose:glucosylceramide beta 1----4-galactosyltransferase activity in human proximal tubular cells from normal and familial hypercholesterolemic homozygotes. Biochim Biophys Acta. 1987 Jan 20;923(1):136–42. 
",3099851
"1. Lund EG, Kerr TA, Sakai J, Li WP, Russell DW. cDNA cloning of mouse and human cholesterol 25-hydroxylases, polytopic membrane proteins that synthesize a potent oxysterol regulator of lipid metabolism. J Biol Chem. 1998 Dec 18;273(51):34316–27. 
",9852097
"1. Hoey L, Strain JJ, McNulty H. Studies of biomarker responses to intervention with vitamin B-12: a systematic review of randomized controlled trials. Am J Clin Nutr. 2009 Jun;89(6):1981S-1996S. 
",19403638
"1. Amaral JD, Castro RE, Steer CJ, Rodrigues CMP. p53 and the regulation of hepatocyte apoptosis: implications for disease pathogenesis. Trends Mol Med. 2009 Nov;15(11):531–41. 
",19822456
"1. Betsholtz IH, Wikvall K. Cytochrome P450 CYP27-catalyzed oxidation of C27-steroid into C27-acid. J Steroid Biochem Mol Biol. 1995 Oct;55(1):115–9. 
",7577714
"1. Galijasevic S, Saed GM, Hazen SL, Abu-Soud HM. Myeloperoxidase metabolizes thiocyanate in a reaction driven by nitric oxide. Biochemistry. 2006 Jan 31;45(4):1255–62. 
",16430221
"1. Xie S, Wang Q, Wu H, Cogswell J, Lu L, Jhanwar-Uniyal M, et al. Reactive oxygen species-induced phosphorylation of p53 on serine 20 is mediated in part by polo-like kinase-3. J Biol Chem. 2001 Sep 28;276(39):36194–9. 
",11447225
"1. Hiscott J, Marois J, Garoufalis J, D’Addario M, Roulston A, Kwan I, et al. Characterization of a functional NF-kappa B site in the human interleukin 1 beta promoter: evidence for a positive autoregulatory loop. Mol Cell Biol. 1993 Oct;13(10):6231–40. 
",8413223
"1. Schumm K, Rocha S, Caamano J, Perkins ND. Regulation of p53 tumour suppressor target gene expression by the p52 NF-kappaB subunit. EMBO J. 2006 Oct 18;25(20):4820–32. 
",16990795
"1. Peters-Golden M, Brock TG. 5-lipoxygenase and FLAP. Prostaglandins Leukot Essent Fatty Acids. 2003;69(2–3):99–109. 
",12895592
"1. Leclerc D, Campeau E, Goyette P, Adjalla CE, Christensen B, Ross M, et al. Human methionine synthase: cDNA cloning and identification of mutations in patients of the cblG complementation group of folate/cobalamin disorders. Hum Mol Genet. 1996 Dec;5(12):1867–74. 
",8968737
"1. Jeong D won, Kim TS, Chung YW, Lee BJ, Kim IY. Selenoprotein W is a glutathione-dependent antioxidant in vivo. FEBS Lett. 2002 Apr 24;517(1–3):225–8. 
",12062442
1. Watanabe K. Prostaglandin F synthase. Prostaglandins Other Lipid Mediat. 2002 Aug;68–69:401–7. 
,12432932
"1. Bai Y-P, Liu Y-H, Chen J, Song T, You Y, Tang Z-Y, et al. Rosiglitazone attenuates NF-kappaB-dependent ICAM-1 and TNF-alpha production caused by homocysteine via inhibiting ERK1/2/p38MAPK activation. Biochem Biophys Res Commun. 2007 Aug 17;360(1):20–6. 
",17583675
"1. Bowser PA, Gray GM. Sphingomyelinase in pig and human epidermis. J Invest Dermatol. 1978 Jun;70(6):331–5. 
",25935
"1. Paz K, Hemi R, LeRoith D, Karasik A, Elhanany E, Kanety H, et al. A molecular basis for insulin resistance. Elevated serine/threonine phosphorylation of IRS-1 and IRS-2 inhibits their binding to the juxtamembrane region of the insulin receptor and impairs their ability to undergo insulin-induced tyrosine phosphorylation. J Biol Chem. 1997 Nov 21;272(47):29911–8. 
",9368067
"1. Arbogast S, Ferreiro A. Selenoproteins and protection against oxidative stress: selenoprotein N as a novel player at the crossroads of redox signaling and calcium homeostasis. Antioxid Redox Signal. 2010 Apr 1;12(7):893–904. 
",19769461
"1. Joensen AM, Schmidt EB, Dethlefsen C, Johnsen SP, Tjønneland A, Rasmussen LH, et al. Dietary intake of total marine n-3 polyunsaturated fatty acids, eicosapentaenoic acid, docosahexaenoic acid and docosapentaenoic acid and the risk of acute coronary syndrome - a cohort study. Br J Nutr. 2010 Feb;103(4):602–7. 
",19825219
